,Name,Author,Genre,Weighted Rating,Reviews
326,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,Fiction,4.699742120254884,11676.0
252,The Great Gatsby,F. Scott Fitzgerald,Fiction,4.400693336869944,11616.0
306,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Non Fiction,4.699739316004614,11550.0
143,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.5003832214337995,11391.0
320,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Non Fiction,4.600060855758661,11128.0
31,Being Mortal: Medicine and What Matters in the End,Atul Gawande,Non Fiction,4.79939726049735,11113.0
256,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Fiction,4.6000610197167,11098.0
316,"Thinking, Fast and Slow",Daniel Kahneman,Non Fiction,4.600061372463684,11034.0
146,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.6000619714105655,10927.0
53,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Fiction,4.7993867555931615,10922.0
186,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,Non Fiction,4.6997217882053475,10820.0
290,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Non Fiction,4.600062726601315,10795.0
346,Winter of the World: Book Two of the Century Trilogy,Ken Follett,Fiction,4.500405617722095,10760.0
82,Fahrenheit 451,Ray Bradbury,Fiction,4.600063158072639,10721.0
249,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,Fiction,4.4007625004289785,10559.0
185,Outliers: The Story of Success,Malcolm Gladwell,Non Fiction,4.600064938788631,10426.0
38,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,Non Fiction,4.600065294497929,10369.0
166,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Non Fiction,4.699704909588263,10199.0
291,The President Is Missing: A Novel,James Patterson,Fiction,4.3011516869911475,10191.0
105,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,Non Fiction,4.600066757176799,10141.0
277,The Maze Runner (Book 1),James Dashner,Fiction,4.50043198407432,10101.0
32,Between the World and Me,Ta-Nehisi Coates,Non Fiction,4.69970114322207,10070.0
120,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Fiction,4.898967137926996,10052.0
193,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Non Fiction,4.600067634336597,10009.0
343,Where the Wild Things Are,Maurice Sendak,Fiction,4.799328214168877,9967.0
257,The Hate U Give,Angie Thomas,Fiction,4.799326868444055,9947.0
164,Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,Non Fiction,4.799321431194008,9867.0
289,The Pout-Pout Fish,Deborah Diesen,Fiction,4.7993156964204715,9784.0
34,"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,Fiction,4.6000692896742255,9769.0
130,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,Non Fiction,4.7993124058262175,9737.0
102,Go the F**k to Sleep,Adam Mansbach,Fiction,4.79930030760494,9568.0
349,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,Fiction,4.898897296777298,9413.0
208,Strange Planet (Strange Planet Series),Nathan W. Pyle,Fiction,4.898893667538535,9382.0
24,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Non Fiction,4.699679040967533,9374.0
231,The Casual Vacancy,J.K. Rowling,Fiction,3.3051843399453134,9372.0
201,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,Non Fiction,4.699678767898059,9366.0
145,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.6996779458946,9342.0
336,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Non Fiction,4.699676219803351,9292.0
263,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Non Fiction,4.699676115649309,9289.0
18,Alexander Hamilton,Ron Chernow,Non Fiction,4.799272274449968,9198.0
70,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,Fiction,4.898858147550455,9089.0
309,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,Non Fiction,4.69966686385193,9030.0
334,Water for Elephants: A Novel,Sara Gruen,Fiction,4.500486876547577,8958.0
237,The Day the Crayons Quit,Drew Daywalt,Fiction,4.7992498554018805,8922.0
148,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.799249352680158,8916.0
312,The Wonderful Things You Will Be,Emily Winfield Martin,Fiction,4.898826382987437,8842.0
107,Goodnight Moon,Margaret Wise Brown,Fiction,4.7992426701087965,8837.0
272,The Lost Symbol,Dan Brown,Fiction,4.201762232985594,8747.0
144,Killing Kennedy: The End of Camelot,Bill O'Reilly,Non Fiction,4.600078359421687,8634.0
254,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Fiction,4.699649751222803,8587.0
191,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Non Fiction,4.500508234251532,8580.0
161,Looking for Alaska,John Green,Fiction,4.500513538290977,8491.0
142,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Non Fiction,4.600080599590208,8393.0
338,What Should Danny Do? (The Power to Choose Series),Adir Levy,Fiction,4.799181120329652,8170.0
176,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Non Fiction,4.600083573744827,8093.0
229,The Book with No Pictures,B. J. Novak,Fiction,4.799172142713163,8081.0
60,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,Non Fiction,4.600085016835016,7955.0
317,Thirteen Reasons Why,Jay Asher,Fiction,4.5005495613684845,7932.0
173,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,Non Fiction,4.799149620972473,7866.0
274,The Magnolia Story,Chip Gaines,Non Fiction,4.898680609590461,7861.0
207,Steve Jobs,Walter Isaacson,Non Fiction,4.600086400628872,7827.0
198,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,Non Fiction,4.799142678217304,7802.0
118,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,Fiction,4.898663175695376,7758.0
245,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,Fiction,4.699611954592171,7747.0
4,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,Non Fiction,4.79912742853096,7665.0
98,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,Non Fiction,4.600088275243011,7660.0
155,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Non Fiction,4.401064907677008,7550.0
311,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Non Fiction,4.600090053617687,7508.0
340,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Non Fiction,4.40107239906364,7497.0
137,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,Non Fiction,4.401086970879248,7396.0
264,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Non Fiction,4.301590743355226,7368.0
219,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Non Fiction,4.642734519085893,7353.571428571428
247,The Girl Who Played with Fire (Millennium),Stieg Larsson,Fiction,4.699585545354755,7251.0
246,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,Fiction,4.699585545354755,7251.0
68,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Fiction,4.898567031703171,7235.0
133,If I Stay,Gayle Forman,Fiction,4.301638310785181,7153.0
196,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Fiction,4.898550084116524,7150.0
138,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,Non Fiction,4.799053310965693,7062.0
288,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,Non Fiction,4.401138753283362,7058.0
108,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,Fiction,4.898527131384517,7038.0
315,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Non Fiction,4.699572826268626,7034.0
152,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Non Fiction,4.6000966919802835,6990.0
259,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Fiction,4.79904252094963,6982.0
57,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,Fiction,4.799018755226376,6812.0
329,Under the Dome: A Novel,Stephen King,Fiction,4.3017381517700235,6740.0
56,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Non Fiction,4.500652092695869,6679.0
344,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,Non Fiction,4.600101320391508,6669.0
225,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,Fiction,4.798987412165957,6600.0
59,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Fiction,4.7989781746306,6540.0
302,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,Fiction,4.69952906993225,6377.0
77,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Non Fiction,4.500686112258414,6346.0
20,Allegiant,Veronica Roth,Fiction,3.904187719323374,6310.0
275,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,Fiction,4.798930530640588,6247.0
270,The Litigators,John Grisham,Fiction,4.4012908538976605,6222.0
314,The Wright Brothers,David McCullough,Non Fiction,4.699513286262561,6169.0
179,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,Fiction,4.798917089034072,6169.0
44,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Fiction,4.30190606060606,6143.0
153,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Non Fiction,4.500709913202376,6132.0
331,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,Non Fiction,4.798906339226274,6108.0
84,Fear: Trump in the White House,Bob Woodward,Non Fiction,4.401329076253571,6042.0
8,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Non Fiction,4.699498248263365,5983.0
321,Tina Fey: Bossypants,Tina Fey,Non Fiction,4.301958672189134,5977.0
109,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Non Fiction,4.600113072815019,5972.0
330,Unfreedom of the Press,Mark R. Levin,Non Fiction,4.89826121384039,5956.0
278,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,Fiction,4.79886764187792,5898.0
112,Hamilton: The Revolution,Lin-Manuel Miranda,Non Fiction,4.898235002463661,5867.0
244,The Getaway,Jeff Kinney,Fiction,4.798855687816355,5836.0
174,New Moon (The Twilight Saga),Stephenie Meyer,Fiction,4.6001188480926105,5680.0
94,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Fiction,4.600120663211766,5594.0
170,Mindset: The New Psychology of Success,Carol S. Dweck,Non Fiction,4.600121787873356,5542.0
78,Eclipse (Twilight Sagas),Stephenie Meyer,Fiction,4.69945497194974,5505.0
79,Eclipse (Twilight),Stephenie Meyer,Fiction,4.69945497194974,5505.0
335,What Happened,Hillary Rodham Clinton,Non Fiction,4.600122889228695,5492.0
301,The Sun and Her Flowers,Rupi Kaur,Non Fiction,4.699453195971299,5487.0
111,Guts,Raina Telgemeier,Non Fiction,4.79878096400244,5476.0
71,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Fiction,4.898107763672682,5470.0
81,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,Non Fiction,4.69944577147623,5413.0
267,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,Fiction,4.898081990529258,5396.0
26,Baby Touch and Feel: Animals,DK,Non Fiction,4.600125894857412,5360.0
172,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,Non Fiction,4.7987517560448465,5347.0
136,Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,Fiction,4.600127334060242,5299.0
126,Howard Stern Comes Again,Howard Stern,Non Fiction,4.302218770869364,5272.0
250,The Going-To-Bed Book,Sandra Boynton,Fiction,4.798728614178104,5249.0
147,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,4.600128879845496,5235.0
175,Night (Night),Elie Wiesel,Non Fiction,4.699420796653012,5178.0
12,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Fiction,4.500843825538623,5153.0
72,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,Fiction,4.798696305440438,5118.0
209,StrengthsFinder 2.0,Gallup,Non Fiction,4.004480895915679,5069.0
66,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,Fiction,4.897956355078536,5062.0
13,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,Non Fiction,4.600134545454545,5013.0
129,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,Non Fiction,4.699387685900153,4896.0
47,Cutting for Stone,Abraham Verghese,Fiction,4.60013857934845,4866.0
96,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Non Fiction,4.6001404992856605,4799.0
67,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,Fiction,4.897839405877142,4786.0
42,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,Non Fiction,4.699370457387548,4761.0
192,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,Fiction,4.798598134031175,4757.0
141,Joyland (Hard Case Crime),Stephen King,Fiction,4.500915246508977,4748.0
49,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Non Fiction,4.401726748139658,4642.0
232,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,Non Fiction,4.699353202258128,4633.0
266,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,Fiction,4.7985593686056704,4628.0
215,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Non Fiction,4.302547459893048,4587.0
332,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Non Fiction,4.699346485189411,4585.0
134,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,Non Fiction,4.40175335385101,4571.0
180,Olive Kitteridge,Elizabeth Strout,Fiction,4.2033975975736295,4519.0
271,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,Fiction,4.7985206811678305,4506.0
37,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,Fiction,4.798520355470157,4505.0
83,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,Fiction,4.699314602801329,4370.0
323,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Non Fiction,4.600154526846817,4360.0
299,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,Fiction,4.798446834884551,4290.0
268,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Non Fiction,4.401885960444784,4247.0
11,A Stolen Life: A Memoir,Jaycee Dugard,Non Fiction,4.6001623159449245,4149.0
113,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,Non Fiction,4.79839413489736,4148.0
265,The Last Lecture,Randy Pausch,Non Fiction,4.699256938387566,4028.0
45,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,4.798344285426325,4022.0
203,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,Non Fiction,4.798302892561983,3923.0
46,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,Non Fiction,4.798280310784405,3871.0
58,Diary of a Wimpy Kid: The Last Straw (Book 3),Jeff Kinney,Fiction,4.798265218003473,3837.0
197,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Fiction,4.897309438302468,3836.0
333,Watchmen,Alan Moore,Fiction,4.7982616281804065,3829.0
156,Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,Non Fiction,4.798261178407621,3828.0
307,The Twilight Saga Collection,Stephenie Meyer,Fiction,4.699212989720025,3801.0
308,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,Fiction,4.798246661765054,3796.0
124,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,Non Fiction,4.79823746513125,3776.0
304,The Time Traveler's Wife,Audrey Niffenegger,Fiction,4.402128412683207,3759.0
283,The Paris Wife: A Novel,Paula McLain,Fiction,4.303103122904492,3759.0
33,Born to Run,Bruce Springsteen,Non Fiction,4.699197943320621,3729.0
150,Knock-Knock Jokes for Kids,Rob Elliott,Non Fiction,4.5011804459691245,3673.0
92,Frozen (Little Golden Book),RH Disney,Fiction,4.699178976500532,3642.0
199,Sarah's Key,Tatiana de Rosnay,Fiction,4.600185846429282,3619.0
287,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,Non Fiction,4.501203808286271,3601.0
114,Harry Potter Coloring Book,Scholastic,Non Fiction,4.699161192598016,3564.0
223,The Big Short: Inside the Doomsday Machine,Michael Lewis,Non Fiction,4.699154619240262,3536.0
234,The Confession: A Novel,John Grisham,Fiction,4.303308835546476,3523.0
189,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,Fiction,4.699146738572162,3503.0
305,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Non Fiction,4.4022823317925015,3503.0
127,Humans of New York,Brandon Stanton,Non Fiction,4.798094543392531,3490.0
